Time;Demand;Year;Month;Day_of_week;Season;Temperature
6;2884;2016;12;1;1;10.2
7;3057;2016;12;1;1;9.6
8;3204;2016;12;1;1;8.8
9;3202;2016;12;1;1;7.9
10;3158;2016;12;1;1;7.1
11;3085;2016;12;1;1;6.4
12;3023;2016;12;1;1;6.0
13;2981;2016;12;1;1;6.0
14;2993;2016;12;1;1;5.5
15;3086;2016;12;1;1;4.7
16;3405;2016;12;1;1;5.8
17;3724;2016;12;1;1;5.6
18;3805;2016;12;1;1;5.5
19;3802;2016;12;1;1;4.7
20;3760;2016;12;1;1;4.2
21;3616;2016;12;1;1;3.3
22;3401;2016;12;1;1;4.0
23;3179;2016;12;1;1;2.8
0;2935;2016;12;2;1;4.5
1;2788;2016;12;2;1;5.7
2;2732;2016;12;2;1;7.2
3;2705;2016;12;2;1;8.5
4;2750;2016;12;2;1;9.4
5;2986;2016;12;2;1;10.2
6;3479;2016;12;2;1;9.5
7;3807;2016;12;2;1;9.0
8;4033;2016;12;2;1;8.8
9;4116;2016;12;2;1;7.7
10;4004;2016;12;2;1;8.1
11;3931;2016;12;2;1;8.5
12;3702;2016;12;2;1;8.5
13;3822;2016;12;2;1;9.0
14;3851;2016;12;2;1;8.3
15;3897;2016;12;2;1;7.8
16;4187;2016;12;2;1;6.8
17;4336;2016;12;2;1;6.1
18;4284;2016;12;2;1;5.9
19;4151;2016;12;2;1;5.6
20;3996;2016;12;2;1;5.2
21;3810;2016;12;2;1;5.7
22;3614;2016;12;2;1;4.6
23;3350;2016;12;2;1;3.8
0;3063;2016;12;3;1;5.3
1;2912;2016;12;3;1;9.1
2;2842;2016;12;3;1;10.1
3;2817;2016;12;3;1;11.7
4;2834;2016;12;3;1;13.2
5;3011;2016;12;3;1;14.1
6;3460;2016;12;3;1;15.2
7;3765;2016;12;3;1;14.8
8;4003;2016;12;3;1;14.1
9;4084;2016;12;3;1;12.6
10;3960;2016;12;3;1;11.9
11;3891;2016;12;3;1;11.7
12;3668;2016;12;3;1;11.3
13;3842;2016;12;3;1;10.5
14;3866;2016;12;3;1;8.7
15;3883;2016;12;3;1;8.0
16;4100;2016;12;3;1;7.4
17;4172;2016;12;3;1;7.6
18;4099;2016;12;3;1;7.7
19;3951;2016;12;3;1;8.0
20;3810;2016;12;3;1;8.2
21;3634;2016;12;3;1;8.3
22;3460;2016;12;3;1;8.1
23;3206;2016;12;3;1;7.5
0;2925;2016;12;4;1;7.8
1;2781;2016;12;4;1;7.2
2;2726;2016;12;4;1;7.5
3;2716;2016;12;4;1;7.8
4;2740;2016;12;4;1;8.7
5;2887;2016;12;4;1;9.2
6;3252;2016;12;4;1;10.2
7;3581;2016;12;4;1;10.1
8;3939;2016;12;4;1;10.3
9;4181;2016;12;4;1;8.9
10;4168;2016;12;4;1;9.0
11;4109;2016;12;4;1;8.8
12;3872;2016;12;4;1;7.5
13;3946;2016;12;4;1;7.1
14;3941;2016;12;4;1;6.6
15;3954;2016;12;4;1;6.2
16;4170;2016;12;4;1;5.7
17;4287;2016;12;4;1;5.5
18;4237;2016;12;4;1;5.4
19;4137;2016;12;4;1;5.2
20;4017;2016;12;4;1;4.7
21;3842;2016;12;4;1;4.9
22;3651;2016;12;4;1;4.4
23;3393;2016;12;4;1;3.9
0;3105;2016;12;5;1;5.6
1;2946;2016;12;5;1;5.9
2;2875;2016;12;5;1;7.2
3;2839;2016;12;5;1;8.5
4;2866;2016;12;5;1;8.7
5;3064;2016;12;5;1;9.4
6;3520;2016;12;5;1;9.1
7;3827;2016;12;5;1;9.0
8;4041;2016;12;5;1;8.8
9;4141;2016;12;5;1;7.3
10;4036;2016;12;5;1;6.9
11;3966;2016;12;5;1;5.7
12;3732;2016;12;5;1;5.4
13;3817;2016;12;5;1;5.1
14;3839;2016;12;5;1;4.0
15;3931;2016;12;5;1;4.4
16;4224;2016;12;5;1;3.3
17;4405;2016;12;5;1;2.9
18;4373;2016;12;5;1;1.8
19;4273;2016;12;5;1;2.7
20;4158;2016;12;5;1;2.4
21;3997;2016;12;5;1;3.0
22;3808;2016;12;5;1;2.6
23;3562;2016;12;5;1;2.1
0;3279;2016;12;6;1;2.5
1;3115;2016;12;6;1;4.1
2;3033;2016;12;6;1;6.2
3;2987;2016;12;6;1;8.5
4;3002;2016;12;6;1;9.0
5;3197;2016;12;6;1;9.3
6;3672;2016;12;6;1;9.0
7;4012;2016;12;6;1;8.0
8;4207;2016;12;6;1;6.5
9;4313;2016;12;6;1;5.5
10;4155;2016;12;6;1;5.1
11;4019;2016;12;6;1;4.9
12;3798;2016;12;6;1;4.9
13;3926;2016;12;6;1;4.3
14;3917;2016;12;6;1;4.3
15;4038;2016;12;6;1;2.6
16;4339;2016;12;6;1;2.6
17;4520;2016;12;6;1;1.2
18;4476;2016;12;6;1;1.4
19;4356;2016;12;6;1;0.6
20;4230;2016;12;6;1;0.5
21;4056;2016;12;6;1;0.7
22;3878;2016;12;6;1;0.6
23;3659;2016;12;6;1;1.3
0;3403;2016;12;7;1;5.3
1;3210;2016;12;7;1;8.9
2;3100;2016;12;7;1;10.1
3;3026;2016;12;7;1;11.2
4;3001;2016;12;7;1;11.5
5;3094;2016;12;7;1;12.3
6;3360;2016;12;7;1;12.4
7;3629;2016;12;7;1;11.7
8;3842;2016;12;7;1;10.1
9;3837;2016;12;7;1;8.1
10;3686;2016;12;7;1;8.1
11;3554;2016;12;7;1;9.6
12;3375;2016;12;7;1;9.2
13;3377;2016;12;7;1;8.4
14;3369;2016;12;7;1;5.9
15;3398;2016;12;7;1;6.4
16;3651;2016;12;7;1;5.9
17;3882;2016;12;7;1;5.1
18;3894;2016;12;7;1;4.1
19;3845;2016;12;7;1;4.1
20;3758;2016;12;7;1;4.5
21;3616;2016;12;7;1;4.8
22;3443;2016;12;7;1;4.7
23;3252;2016;12;7;1;3.6
0;3036;2016;12;1;1;6.3
1;2893;2016;12;1;1;9.4
2;2805;2016;12;1;1;11.3
3;2755;2016;12;1;1;12.1
4;2740;2016;12;1;1;13.4
5;2805;2016;12;1;1;14.2
6;2977;2016;12;1;1;14.0
7;3162;2016;12;1;1;12.5
8;3303;2016;12;1;1;10.7
9;3309;2016;12;1;1;8.8
10;3208;2016;12;1;1;8.7
11;3131;2016;12;1;1;7.6
12;3062;2016;12;1;1;7.8
13;3016;2016;12;1;1;8.5
14;2979;2016;12;1;1;7.6
15;3008;2016;12;1;1;6.3
16;3294;2016;12;1;1;6.3
17;3621;2016;12;1;1;6.1
18;3698;2016;12;1;1;6.3
19;3692;2016;12;1;1;5.0
20;3629;2016;12;1;1;5.0
21;3492;2016;12;1;1;5.3
22;3278;2016;12;1;1;5.1
23;3064;2016;12;1;1;5.3
0;2837;2016;12;2;1;7.7
1;2713;2016;12;2;1;9.8
2;2661;2016;12;2;1;12.7
3;2638;2016;12;2;1;13.7
4;2680;2016;12;2;1;14.8
5;2879;2016;12;2;1;15.2
6;3332;2016;12;2;1;15.3
7;3643;2016;12;2;1;14.9
8;3901;2016;12;2;1;13.4
9;4000;2016;12;2;1;11.1
10;3902;2016;12;2;1;10.3
11;3781;2016;12;2;1;12.3
12;3501;2016;12;2;1;11.0
13;3608;2016;12;2;1;10.4
14;3619;2016;12;2;1;10.4
15;3649;2016;12;2;1;10.3
16;3887;2016;12;2;1;9.4
17;4065;2016;12;2;1;8.2
18;4032;2016;12;2;1;8.3
19;3916;2016;12;2;1;8.2
20;3784;2016;12;2;1;7.8
21;3612;2016;12;2;1;7.6
22;3442;2016;12;2;1;7.7
23;3195;2016;12;2;1;6.4
0;2944;2016;12;3;1;8.2
1;2812;2016;12;3;1;9.5
2;2766;2016;12;3;1;10.2
3;2741;2016;12;3;1;10.9
4;2771;2016;12;3;1;12.0
5;2946;2016;12;3;1;13.2
6;3362;2016;12;3;1;14.3
7;3626;2016;12;3;1;13.6
8;3862;2016;12;3;1;11.6
9;4028;2016;12;3;1;9.7
10;3966;2016;12;3;1;9.8
11;3853;2016;12;3;1;9.7
12;3603;2016;12;3;1;9.8
13;3667;2016;12;3;1;9.5
14;3618;2016;12;3;1;8.8
15;3641;2016;12;3;1;8.1
16;3880;2016;12;3;1;7.9
17;4054;2016;12;3;1;9.1
18;4022;2016;12;3;1;7.1
19;3908;2016;12;3;1;6.5
20;3786;2016;12;3;1;6.3
21;3630;2016;12;3;1;5.7
22;3462;2016;12;3;1;5.5
23;3238;2016;12;3;1;5.7
0;2977;2016;12;4;1;7.5
1;2839;2016;12;4;1;9.9
2;2778;2016;12;4;1;11.8
3;2755;2016;12;4;1;13.6
4;2791;2016;12;4;1;15.4
5;2969;2016;12;4;1;16.5
6;3375;2016;12;4;1;16.6
7;3616;2016;12;4;1;16.0
8;3813;2016;12;4;1;14.4
9;3855;2016;12;4;1;12.1
10;3731;2016;12;4;1;11.4
11;3628;2016;12;4;1;10.7
12;3397;2016;12;4;1;10.3
13;3511;2016;12;4;1;10.0
14;3532;2016;12;4;1;9.8
15;3570;2016;12;4;1;9.4
16;3800;2016;12;4;1;9.8
17;3956;2016;12;4;1;9.6
18;3912;2016;12;4;1;10.4
19;3810;2016;12;4;1;9.4
20;3681;2016;12;4;1;9.1
21;3529;2016;12;4;1;8.6
22;3380;2016;12;4;1;7.8
23;3152;2016;12;4;1;6.9
0;2926;2016;12;5;1;8.6
1;2802;2016;12;5;1;11.2
2;2738;2016;12;5;1;14.0
3;2698;2016;12;5;1;15.4
4;2716;2016;12;5;1;13.6
5;2861;2016;12;5;1;15.3
6;3226;2016;12;5;1;18.9
7;3469;2016;12;5;1;18.8
8;3693;2016;12;5;1;19.1
9;3818;2016;12;5;1;19.3
10;3815;2016;12;5;1;19.5
11;3877;2016;12;5;1;19.3
12;3715;2016;12;5;1;19.5
13;3801;2016;12;5;1;20.1
14;3778;2016;12;5;1;19.7
15;3771;2016;12;5;1;18.7
16;3914;2016;12;5;1;17.7
17;3914;2016;12;5;1;18.9
18;3805;2016;12;5;1;19.0
19;3642;2016;12;5;1;14.5
20;3483;2016;12;5;1;14.2
21;3310;2016;12;5;1;13.1
22;3188;2016;12;5;1;12.9
23;3005;2016;12;5;1;12.5
0;2802;2016;12;6;1;13.7
1;2683;2016;12;6;1;16.6
2;2623;2016;12;6;1;16.8
3;2592;2016;12;6;1;17.7
4;2576;2016;12;6;1;16.7
5;2600;2016;12;6;1;17.5
6;2723;2016;12;6;1;17.2
7;2842;2016;12;6;1;15.3
8;3055;2016;12;6;1;14.4
9;3189;2016;12;6;1;13.6
10;3143;2016;12;6;1;12.6
11;3139;2016;12;6;1;11.1
12;3084;2016;12;6;1;10.2
13;3152;2016;12;6;1;9.6
14;3162;2016;12;6;1;9.0
15;3196;2016;12;6;1;8.8
16;3374;2016;12;6;1;9.4
17;3550;2016;12;6;1;9.3
18;3551;2016;12;6;1;9.2
19;3503;2016;12;6;1;8.6
20;3438;2016;12;6;1;7.8
21;3302;2016;12;6;1;6.9
22;3160;2016;12;6;1;6.6
23;2989;2016;12;6;1;6.7
0;2793;2016;12;7;1;7.3
1;2679;2016;12;7;1;9.3
2;2639;2016;12;7;1;10.2
3;2621;2016;12;7;1;11.2
4;2631;2016;12;7;1;11.6
5;2692;2016;12;7;1;11.2
6;2884;2016;12;7;1;11.1
7;3059;2016;12;7;1;10.7
8;3263;2016;12;7;1;9.9
9;3329;2016;12;7;1;8.9
10;3278;2016;12;7;1;8.8
11;3227;2016;12;7;1;8.3
12;3138;2016;12;7;1;7.5
13;3150;2016;12;7;1;7.3
14;3140;2016;12;7;1;6.8
15;3186;2016;12;7;1;6.6
16;3453;2016;12;7;1;5.7
17;3685;2016;12;7;1;6.1
18;3701;2016;12;7;1;5.3
19;3643;2016;12;7;1;6.0
20;3560;2016;12;7;1;5.6
21;3422;2016;12;7;1;5.7
22;3254;2016;12;7;1;5.8
23;3080;2016;12;7;1;5.8
0;2870;2016;12;1;1;5.8
1;2737;2016;12;1;1;5.6
2;2658;2016;12;1;1;6.4
3;2607;2016;12;1;1;7.4
4;2585;2016;12;1;1;8.7
5;2623;2016;12;1;1;9.9
6;2770;2016;12;1;1;10.1
7;2977;2016;12;1;1;9.8
8;3216;2016;12;1;1;8.5
9;3356;2016;12;1;1;6.5
10;3280;2016;12;1;1;5.9
11;3175;2016;12;1;1;6.2
12;3044;2016;12;1;1;5.9
13;2961;2016;12;1;1;5.1
14;2941;2016;12;1;1;5.2
15;2983;2016;12;1;1;4.9
16;3245;2016;12;1;1;5.9
17;3580;2016;12;1;1;4.8
18;3652;2016;12;1;1;4.1
19;3642;2016;12;1;1;4.1
20;3597;2016;12;1;1;4.4
21;3482;2016;12;1;1;4.3
22;3292;2016;12;1;1;4.6
23;3096;2016;12;1;1;4.7
0;2885;2016;12;2;1;5.5
1;2754;2016;12;2;1;6.3
2;2698;2016;12;2;1;7.7
3;2664;2016;12;2;1;8.2
4;2692;2016;12;2;1;9.4
5;2879;2016;12;2;1;9.7
6;3283;2016;12;2;1;9.3
7;3649;2016;12;2;1;9.1
8;4026;2016;12;2;1;8.6
9;4217;2016;12;2;1;8.0
10;4119;2016;12;2;1;7.7
11;4013;2016;12;2;1;6.9
12;3787;2016;12;2;1;7.1
13;3918;2016;12;2;1;8.1
14;3946;2016;12;2;1;7.9
15;3953;2016;12;2;1;7.6
16;4135;2016;12;2;1;7.5
17;4218;2016;12;2;1;8.3
18;4145;2016;12;2;1;8.0
19;4022;2016;12;2;1;13.0
20;3881;2016;12;2;1;14.7
21;3696;2016;12;2;1;15.0
22;3501;2016;12;2;1;15.2
23;3253;2016;12;2;1;16.5
0;2945;2016;12;3;1;17.6
1;2773;2016;12;3;1;17.9
2;2691;2016;12;3;1;17.4
3;2654;2016;12;3;1;8.6
4;2651;2016;12;3;1;9.2
5;2765;2016;12;3;1;9.8
6;3060;2016;12;3;1;9.8
7;3319;2016;12;3;1;10.2
8;3660;2016;12;3;1;10.5
9;3865;2016;12;3;1;10.6
10;3926;2016;12;3;1;11.0
11;3962;2016;12;3;1;9.7
12;3744;2016;12;3;1;8.3
13;3830;2016;12;3;1;6.8
14;3760;2016;12;3;1;6.6
15;3752;2016;12;3;1;5.7
16;3898;2016;12;3;1;5.7
17;3963;2016;12;3;1;6.5
18;3897;2016;12;3;1;6.9
19;3799;2016;12;3;1;6.5
20;3693;2016;12;3;1;5.8
21;3559;2016;12;3;1;5.5
22;3401;2016;12;3;1;5.2
23;3170;2016;12;3;1;5.1
0;2913;2016;12;4;1;4.9
1;2761;2016;12;4;1;6.4
2;2695;2016;12;4;1;7.4
3;2670;2016;12;4;1;8.3
4;2691;2016;12;4;1;8.3
5;2839;2016;12;4;1;8.5
6;3181;2016;12;4;1;8.4
7;3450;2016;12;4;1;7.8
8;3692;2016;12;4;1;7.4
9;3749;2016;12;4;1;6.3
10;3645;2016;12;4;1;5.9
11;3562;2016;12;4;1;5.8
12;3415;2016;12;4;1;4.5
13;3450;2016;12;4;1;4.3
14;3449;2016;12;4;1;3.0
15;3449;2016;12;4;1;2.8
16;3663;2016;12;4;1;2.0
17;3903;2016;12;4;1;2.0
18;3896;2016;12;4;1;3.3
19;3835;2016;12;4;1;3.0
20;3747;2016;12;4;1;1.8
21;3618;2016;12;4;1;1.4
22;3488;2016;12;4;1;1.4
23;3302;2016;12;4;1;1.2
0;3050;2016;12;5;1;1.8
1;2879;2016;12;5;1;2.6
2;2769;2016;12;5;1;4.2
3;2693;2016;12;5;1;4.8
4;2674;2016;12;5;1;6.3
5;2778;2016;12;5;1;7.5
6;3049;2016;12;5;1;7.3
7;3312;2016;12;5;1;6.7
8;3607;2016;12;5;1;6.6
9;3707;2016;12;5;1;5.5
10;3598;2016;12;5;1;5.3
11;3443;2016;12;5;1;4.5
12;3267;2016;12;5;1;4.2
13;3161;2016;12;5;1;5.5
14;3125;2016;12;5;1;6.5
15;3167;2016;12;5;1;5.7
16;3400;2016;12;5;1;5.1
17;3708;2016;12;5;1;5.3
18;3737;2016;12;5;1;5.5
19;3703;2016;12;5;1;4.9
20;3617;2016;12;5;1;4.7
21;3456;2016;12;5;1;4.3
22;3248;2016;12;5;1;3.8
23;3042;2016;12;5;1;4.3
0;2810;2016;12;6;1;5.0
1;2664;2016;12;6;1;6.7
2;2589;2016;12;6;1;7.9
3;2531;2016;12;6;1;8.8
4;2515;2016;12;6;1;9.5
5;2581;2016;12;6;1;9.4
6;2779;2016;12;6;1;9.3
7;2981;2016;12;6;1;8.3
8;3144;2016;12;6;1;7.6
9;3132;2016;12;6;1;6.6
10;3008;2016;12;6;1;6.1
11;2941;2016;12;6;1;5.6
12;2891;2016;12;6;1;5.3
13;2859;2016;12;6;1;3.8
14;2840;2016;12;6;1;4.0
15;2904;2016;12;6;1;3.1
16;3163;2016;12;6;1;3.2
17;3489;2016;12;6;1;3.6
18;3546;2016;12;6;1;3.3
19;3534;2016;12;6;1;3.2
20;3479;2016;12;6;1;2.9
21;3370;2016;12;6;1;3.0
22;3194;2016;12;6;1;2.8
23;3029;2016;12;6;1;2.2
0;2809;2016;12;7;1;3.0
1;2659;2016;12;7;1;5.3
2;2563;2016;12;7;1;6.9
3;2492;2016;12;7;1;9.4
4;2451;2016;12;7;1;10.7
5;2493;2016;12;7;1;11.1
6;2666;2016;12;7;1;11.0
7;2867;2016;12;7;1;11.0
8;2987;2016;12;7;1;10.1
9;2958;2016;12;7;1;8.7
10;2831;2016;12;7;1;7.2
11;2714;2016;12;7;1;6.5
12;2656;2016;12;7;1;5.8
13;2590;2016;12;7;1;6.1
14;2575;2016;12;7;1;5.4
15;2634;2016;12;7;1;5.5
16;2889;2016;12;7;1;9.8
17;3220;2016;12;7;1;9.6
18;3289;2016;12;7;1;10.4
19;3259;2016;12;7;1;9.4
20;3205;2016;12;7;1;9.1
21;3108;2016;12;7;1;8.6
22;2994;2016;12;7;1;7.8
23;2946;2016;12;7;1;6.9
0;2783;2017;1;1;1;5.4
1;2634;2017;1;1;1;5.1
2;2520;2017;1;1;1;4.1
3;2438;2017;1;1;1;4.0
4;2389;2017;1;1;1;3.0
5;2394;2017;1;1;1;3.6
6;2491;2017;1;1;1;2.5
7;2626;2017;1;1;1;2.8
8;2715;2017;1;1;1;3.7
9;2637;2017;1;1;1;6.4
10;2507;2017;1;1;1;9.3
11;2400;2017;1;1;1;11.7
12;2333;2017;1;1;1;13.7
13;2283;2017;1;1;1;12.9
14;2259;2017;1;1;1;13.1
15;2317;2017;1;1;1;12.3
16;2540;2017;1;1;1;11.5
17;2839;2017;1;1;1;7.8
18;2919;2017;1;1;1;7.8
19;2930;2017;1;1;1;7.0
20;2935;2017;1;1;1;8.0
21;2896;2017;1;1;1;7.0
22;2780;2017;1;1;1;8.3
23;2669;2017;1;1;1;7.6
0;2494;2017;1;2;1;5.3
1;2383;2017;1;2;1;4.8
2;2335;2017;1;2;1;4.3
3;2296;2017;1;2;1;4.3
4;2273;2017;1;2;1;5.0
5;2308;2017;1;2;1;4.5
6;2448;2017;1;2;1;4.6
7;2644;2017;1;2;1;4.4
8;2844;2017;1;2;1;5.5
9;2883;2017;1;2;1;6.5
10;2724;2017;1;2;1;7.7
11;2579;2017;1;2;1;9.9
12;2505;2017;1;2;1;11.6
13;2458;2017;1;2;1;12.7
14;2406;2017;1;2;1;12.1
15;2469;2017;1;2;1;11.8
16;2689;2017;1;2;1;9.9
17;2992;2017;1;2;1;8.0
18;3069;2017;1;2;1;7.3
19;3086;2017;1;2;1;6.7
20;3068;2017;1;2;1;6.9
21;2999;2017;1;2;1;6.2
22;2883;2017;1;2;1;6.1
23;2757;2017;1;2;1;6.5
0;2565;2017;1;3;1;6.2
1;2438;2017;1;3;1;4.3
2;2376;2017;1;3;1;4.7
3;2330;2017;1;3;1;4.1
4;2310;2017;1;3;1;4.5
5;2350;2017;1;3;1;3.8
6;2499;2017;1;3;1;4.9
7;2659;2017;1;3;1;5.4
8;2818;2017;1;3;1;5.7
9;2822;2017;1;3;1;8.2
10;2725;2017;1;3;1;9.9
11;2624;2017;1;3;1;11.3
12;2556;2017;1;3;1;12.6
13;2539;2017;1;3;1;13.2
14;2525;2017;1;3;1;13.1
15;2590;2017;1;3;1;12.1
16;2828;2017;1;3;1;11.4
17;3155;2017;1;3;1;10.2
18;3237;2017;1;3;1;9.5
19;3240;2017;1;3;1;8.7
20;3209;2017;1;3;1;8.3
21;3110;2017;1;3;1;7.4
22;2949;2017;1;3;1;6.5
23;2789;2017;1;3;1;6.6
0;2571;2017;1;4;1;5.4
1;2451;2017;1;4;1;5.4
2;2392;2017;1;4;1;6.2
3;2354;2017;1;4;1;6.2
4;2354;2017;1;4;1;5.8
5;2466;2017;1;4;1;5.5
6;2768;2017;1;4;1;4.6
7;3026;2017;1;4;1;3.7
8;3237;2017;1;4;1;5.4
9;3263;2017;1;4;1;8.7
10;3152;2017;1;4;1;10.3
11;3048;2017;1;4;1;12.1
12;2950;2017;1;4;1;12.5
13;2941;2017;1;4;1;13.3
14;2924;2017;1;4;1;13.4
15;2969;2017;1;4;1;13.1
16;3203;2017;1;4;1;12.9
17;3511;2017;1;4;1;11.2
18;3571;2017;1;4;1;9.5
19;3559;2017;1;4;1;8.8
20;3493;2017;1;4;1;8.1
21;3354;2017;1;4;1;7.2
22;3163;2017;1;4;1;7.0
23;2924;2017;1;4;1;6.7
0;2682;2017;1;5;1;6.4
1;2555;2017;1;5;1;6.4
2;2495;2017;1;5;1;6.5
3;2469;2017;1;5;1;6.5
4;2493;2017;1;5;1;6.4
5;2656;2017;1;5;1;5.4
6;3054;2017;1;5;1;5.2
7;3384;2017;1;5;1;5.2
8;3683;2017;1;5;1;6.3
9;3793;2017;1;5;1;7.9
10;3701;2017;1;5;1;8.7
11;3661;2017;1;5;1;9.1
12;3491;2017;1;5;1;10.2
13;3560;2017;1;5;1;9.8
14;3593;2017;1;5;1;9.6
15;3654;2017;1;5;1;8.7
16;3906;2017;1;5;1;7.9
17;4138;2017;1;5;1;6.8
18;4142;2017;1;5;1;6.0
19;4078;2017;1;5;1;5.4
20;3978;2017;1;5;1;5.0
21;3817;2017;1;5;1;4.7
22;3603;2017;1;5;1;4.6
23;3352;2017;1;5;1;4.7
0;3064;2017;1;6;1;4.2
1;2903;2017;1;6;1;3.6
2;2828;2017;1;6;1;2.9
3;2780;2017;1;6;1;2.3
4;2803;2017;1;6;1;2.1
5;2993;2017;1;6;1;2.0
6;3455;2017;1;6;1;1.7
7;3806;2017;1;6;1;2.0
8;4101;2017;1;6;1;2.8
9;4194;2017;1;6;1;4.8
10;4071;2017;1;6;1;5.9
11;3977;2017;1;6;1;6.7
12;3752;2017;1;6;1;7.1
13;3861;2017;1;6;1;8.1
14;3869;2017;1;6;1;7.6
15;3892;2017;1;6;1;7.2
16;4117;2017;1;6;1;6.8
17;4349;2017;1;6;1;6.6
18;4327;2017;1;6;1;6.0
19;4236;2017;1;6;1;4.5
20;4121;2017;1;6;1;3.1
21;3960;2017;1;6;1;2.8
22;3799;2017;1;6;1;3.0
23;3578;2017;1;6;1;3.8
0;3317;2017;1;7;1;3.6
1;3133;2017;1;7;1;2.4
2;3017;2017;1;7;1;1.3
3;2950;2017;1;7;1;1.5
4;2936;2017;1;7;1;1.3
5;3033;2017;1;7;1;1.5
6;3326;2017;1;7;1;0.9
7;3618;2017;1;7;1;0.8
8;3915;2017;1;7;1;1.5
9;3987;2017;1;7;1;3.6
10;3835;2017;1;7;1;5.4
11;3700;2017;1;7;1;5.9
12;3505;2017;1;7;1;7.0
13;3509;2017;1;7;1;8.0
14;3485;2017;1;7;1;8.1
15;3510;2017;1;7;1;7.7
16;3752;2017;1;7;1;6.7
17;4032;2017;1;7;1;5.1
18;4064;2017;1;7;1;5.2
19;4009;2017;1;7;1;5.4
20;3931;2017;1;7;1;3.6
21;3775;2017;1;7;1;4.9
22;3585;2017;1;7;1;4.1
23;3394;2017;1;7;1;3.7
0;3149;2017;1;1;1;3.2
1;2985;2017;1;1;1;2.9
2;2893;2017;1;1;1;3.4
3;2824;2017;1;1;1;2.9
4;2791;2017;1;1;1;2.5
5;2837;2017;1;1;1;2.2
6;3013;2017;1;1;1;2.0
7;3229;2017;1;1;1;2.4
8;3503;2017;1;1;1;2.6
9;3721;2017;1;1;1;3.8
10;3720;2017;1;1;1;5.0
11;3712;2017;1;1;1;5.0
12;3685;2017;1;1;1;5.4
13;3640;2017;1;1;1;5.7
14;3651;2017;1;1;1;5.9
15;3736;2017;1;1;1;4.6
16;3918;2017;1;1;1;4.1
17;4082;2017;1;1;1;4.2
18;4099;2017;1;1;1;4.2
19;4030;2017;1;1;1;4.2
20;3925;2017;1;1;1;4.3
21;3760;2017;1;1;1;4.1
22;3524;2017;1;1;1;4.0
23;3298;2017;1;1;1;4.0
0;3037;2017;1;2;1;4.2
1;2856;2017;1;2;1;4.4
2;2754;2017;1;2;1;4.8
3;2693;2017;1;2;1;4.9
4;2669;2017;1;2;1;5.4
5;2740;2017;1;2;1;5.4
6;2953;2017;1;2;1;6.0
7;3239;2017;1;2;1;6.4
8;3589;2017;1;2;1;6.8
9;3804;2017;1;2;1;7.2
10;3830;2017;1;2;1;7.9
11;3800;2017;1;2;1;8.3
12;3580;2017;1;2;1;9.0
13;3495;2017;1;2;1;9.6
14;3419;2017;1;2;1;10.6
15;3425;2017;1;2;1;10.2
16;3627;2017;1;2;1;10.1
17;3959;2017;1;2;1;7.2
18;4011;2017;1;2;1;6.3
19;3957;2017;1;2;1;7.2
20;3862;2017;1;2;1;8.8
21;3708;2017;1;2;1;7.9
22;3487;2017;1;2;1;7.2
23;3249;2017;1;2;1;6.1
0;2988;2017;1;3;1;3.9
1;2859;2017;1;3;1;3.8
2;2793;2017;1;3;1;5.3
3;2765;2017;1;3;1;6.6
4;2809;2017;1;3;1;6.4
5;3000;2017;1;3;1;6.6
6;3475;2017;1;3;1;6.3
7;3793;2017;1;3;1;6.5
8;4023;2017;1;3;1;6.4
9;4088;2017;1;3;1;8.3
10;3970;2017;1;3;1;9.7
11;3873;2017;1;3;1;11.3
12;3655;2017;1;3;1;11.0
13;3747;2017;1;3;1;12.2
14;3736;2017;1;3;1;11.9
15;3761;2017;1;3;1;11.4
16;3966;2017;1;3;1;10.3
17;4207;2017;1;3;1;8.1
18;4205;2017;1;3;1;7.5
19;4097;2017;1;3;1;7.9
20;3980;2017;1;3;1;6.7
21;3819;2017;1;3;1;6.7
22;3636;2017;1;3;1;7.8
23;3376;2017;1;3;1;8.2
0;3088;2017;1;4;1;8.0
1;2936;2017;1;4;1;7.1
2;2869;2017;1;4;1;6.7
3;2843;2017;1;4;1;5.9
4;2876;2017;1;4;1;6.1
5;3074;2017;1;4;1;5.7
6;3557;2017;1;4;1;5.1
7;3863;2017;1;4;1;5.0
8;4079;2017;1;4;1;5.2
9;4151;2017;1;4;1;6.6
10;4020;2017;1;4;1;7.8
11;3866;2017;1;4;1;9.2
12;3645;2017;1;4;1;10.1
13;3755;2017;1;4;1;10.0
14;3764;2017;1;4;1;10.2
15;3814;2017;1;4;1;9.6
16;4041;2017;1;4;1;8.8
17;4297;2017;1;4;1;6.5
18;4300;2017;1;4;1;6.5
19;4208;2017;1;4;1;6.6
20;4099;2017;1;4;1;7.1
21;3938;2017;1;4;1;6.4
22;3754;2017;1;4;1;4.9
23;3520;2017;1;4;1;4.6
0;3237;2017;1;5;1;5.0
1;3078;2017;1;5;1;2.9
2;3004;2017;1;5;1;2.8
3;2963;2017;1;5;1;1.9
4;2984;2017;1;5;1;1.7
5;3197;2017;1;5;1;1.1
6;3701;2017;1;5;1;1.4
7;4014;2017;1;5;1;1.1
8;4195;2017;1;5;1;4.7
9;4213;2017;1;5;1;6.9
10;4070;2017;1;5;1;8.4
11;3929;2017;1;5;1;9.3
12;3679;2017;1;5;1;10.6
13;3771;2017;1;5;1;11.6
